_id,user_id,session_id,event_type,data.key,data.press_time,data.release_time,data.hold_time,data.flight_time,key,timestamp,hold_time,user,_t,user_key,time_gap,new_block,session_block,missing_session,prev_valid_session,press_t,release_t,hold_time_ms_calc,release_prev,flight_time_ms_calc,flight_time
6a5fe6ea0df87e62ce5e5a0d,laura2,laura2_key_37,keydown,,,,,,Enter,1784669922861.0,,laura2,,laura2,,True,37,True,a92c23cb-9e73-4024-9555-5192f78141c3,,,,,,
6a5fe6ea0df87e62ce5e5a0e,laura2,laura2_key_38,keydown,,,,,,Enter,1784669923057.0,,laura2,,laura2,,True,38,True,a92c23cb-9e73-4024-9555-5192f78141c3,,,,,,
6a5fe6ea0df87e62ce5e5a0f,laura2,laura2_key_39,keydown,,,,,,Enter,1784669923271.0,,laura2,,laura2,,True,39,True,a92c23cb-9e73-4024-9555-5192f78141c3,,,,,,
6a5fe6e00df87e62ce5e5952,laura2,laura2_key_4,keydown,,,,,,r,1784669912885.0,,laura2,,laura2,,True,4,True,a92c23cb-9e73-4024-9555-5192f78141c3,,,,,,
6a5fe6ea0df87e62ce5e5a10,laura2,laura2_key_40,keydown,,,,,,Enter,1784669923491.0,,laura2,,laura2,,True,40,True,a92c23cb-9e73-4024-9555-5192f78141c3,,,,,,
6a5fe6ea0df87e62ce5e5a11,laura2,laura2_key_41,keydown,,,,,,v,1784669923645.0,,laura2,,laura2,,True,41,True,a92c23cb-9e73-4024-9555-5192f78141c3,,,,,,
6a5fe6ea0df87e62ce5e5a12,laura2,laura2_key_42,keydown,,,,,,Enter,1784669923763.0,,laura2,,laura2,,True,42,True,a92c23cb-9e73-4024-9555-5192f78141c3,,,,,,
6a5fe6ea0df87e62ce5e5a13,laura2,laura2_key_43,keydown,,,,,,Enter,1784669924093.0,,laura2,,laura2,,True,43,True,a92c23cb-9e73-4024-9555-5192f78141c3,,,,,,
6a5fe6ea0df87e62ce5e5a14,laura2,laura2_key_44,keydown,,,,,,Enter,1784669924656.0,,laura2,,laura2,,True,44,True,a92c23cb-9e73-4024-9555-5192f78141c3,,,,,,
6a5fe6ea0df87e62ce5e5a15,laura2,laura2_key_45,keydown,,,,,,Enter,1784669925122.0,,laura2,,laura2,,True,45,True,a92c23cb-9e73-4024-9555-5192f78141c3,,,,,,
6a5fe6ea0df87e62ce5e5a16,laura2,laura2_key_46,keydown,,,,,,Enter,1784669925658.0,,laura2,,laura2,,True,46,True,a92c23cb-9e73-4024-9555-5192f78141c3,,,,,,
6a5fe6ea0df87e62ce5e5a17,laura2,laura2_key_47,keydown,,,,,,Enter,1784669926120.0,,laura2,,laura2,,True,47,True,a92c23cb-9e73-4024-9555-5192f78141c3,,,,,,
