_id,user_id,session_id,event_type,data.key,data.press_time,data.release_time,data.hold_time,data.flight_time,key,timestamp,hold_time,user
6a5fe03da5303295dabd97f4,,,shortcut,,,,,,Ctrl+A,1784668219848.0,93.0,
6a5fe03da5303295dabd97f5,,,shortcut,,,,,,Ctrl+C,1784668220137.0,97.0,
6a5fe047a5303295dabd97f6,,,keydown,,,,,,Shift,1784668221588.0,,
6a5fe047a5303295dabd97f7,,,keydown,,,,,,Enter,1784668221915.0,,
6a5fe047a5303295dabd97f8,,,keydown,,,,,,Enter,1784668222289.0,,
6a5fe047a5303295dabd97f9,,,keydown,,,,,,Enter,1784668222522.0,,
6a5fe047a5303295dabd97fa,,,keydown,,,,,,Enter,1784668222758.0,,
6a5fe047a5303295dabd97fb,,,keydown,,,,,,Enter,1784668223385.0,,
6a5fe047a5303295dabd97fc,,,keydown,,,,,,Enter,1784668223965.0,,
6a5fe047a5303295dabd97fd,,,keydown,,,,,,Enter,1784668224487.0,,
6a5fe047a5303295dabd97fe,,,keydown,,,,,,Enter,1784668224864.0,,
6a5fe047a5303295dabd97ff,,,keydown,,,,,,Enter,1784668225135.0,,
6a5fe047a5303295dabd9800,,,keydown,,,,,,Enter,1784668225451.0,,
6a5fe047a5303295dabd9801,,,keydown,,,,,,Enter,1784668225775.0,,
6a5fe047a5303295dabd9802,,,keydown,,,,,,Enter,1784668226264.0,,
6a5fe047a5303295dabd9803,,,keydown,,,,,,ArrowUp,1784668228254.0,,
6a5fe047a5303295dabd9804,,,keydown,,,,,,ArrowDown,1784668228300.0,,
6a5fe047a5303295dabd9805,,,keydown,,,,,,Enter,1784668228726.0,,
6a5fe047a5303295dabd9806,,,keydown,,,,,,Enter,1784668229292.0,,
6a5fe047a5303295dabd9807,,,keydown,,,,,,Enter,1784668229730.0,,
6a5fe047a5303295dabd9808,,,keydown,,,,,,Enter,1784668230183.0,,
6a5fe047a5303295dabd9809,,,keydown,,,,,,Enter,1784668230655.0,,
6a5fe047a5303295dabd980a,,,shortcut,,,,,,Ctrl+V,1784668222160.0,80.0,
6a5fe047a5303295dabd980b,,,shortcut,,,,,,Ctrl+V,1784668222462.0,91.0,
6a5fe047a5303295dabd980c,,,shortcut,,,,,,Ctrl+V,1784668222727.0,89.0,
6a5fe047a5303295dabd980d,,,shortcut,,,,,,Ctrl+V,1784668224227.0,91.0,
