user_id,session_id,hold_mean,hold_std,hold_min,hold_max,hold_median,hold_p25,hold_p75,hold_p90,flight_mean,flight_std,flight_min,flight_max,flight_median,flight_p25,flight_p75,flight_p90,speed_mean,speed_std,speed_median,speed_p25,speed_p75,speed_p90,speed_max,accel_mean,accel_std,accel_median,accel_p25,accel_p75,accel_p90,accel_max,total_distance,n_keys,n_mouse_events
laura2,a92c23cb-9e73-4024-9555-5192f78141c3,78.125,55.92964330299274,1.0,195.0,79.5,48.25,87.75,121.49999999999999,17.428571428571427,12.581165060745143,0.0,35.0,23.0,7.5,24.5,29.6,741.5034114192143,1314.6322020279465,80.31087276992686,16.134516491182236,661.6337579150662,2599.3773672989623,6442.708478916438,1254.0699133691855,12408.153777135765,1.3783335283506752,-1346.0608173119315,1929.6706941426867,11800.029374150921,62450.0682140428,8777.704220723674,8,97
